barcode,product_name,brands,categories,ingredients,energy_kcal,fat_g,saturated_fat_g,carbohydrates_g,sugars_g,fiber_g,protein_g,salt_g,sodium_g,nutriscore_grade,nutriscore_score,nova_group
8000500126936,Ferrero Rocher,Ferrero Rocher,"Chocolates, Chocolate biscuits, Crispy biscuits, Biscuits with nuts, Chocolate sandwich cookies, Neules","MILK CHOCOLATE (30%) (SUGAR, COCOA BhUTTER, COCOA MASS, SKIMMED MILK POWDER, ANHYDROUS MILKFAT, EMULSIFIER: LECITHIN - INS 322, NATURE IDENTICAL FLAVOURING SUBSTANCE VANILLIN), HAZELNUTS (28.5%), SUGAR, PALM OIL, REFINED WHEAT FLOUR (MAIDA), WHEY POWDER, LOW FAT COCOA POWDER, EMULSIFIER (LECITHIN-INS 322), RAISING AGENT (INS 500ii), EDIBLE COMMON SALT, NATURE IDENTICAL FLAVOURING SUBSTANCE - VANILLIN.   ALLERGEN INFORMATION: Contains MILK, Fat NUT, WHEAT, SOY.",584,40,16,48,40,0,8,0.2,0.08,e,28,4 - Ultra processed food and drink products
8901063029262,Jim jam92 g,Britannia,Biscuit (cookie) snack w chocolate filling,"REFINED WHEAT FLOUR (MAIDA), SUGAR (24%), REFINED PALM OIL & INTERESTERIFIED VEGETABLE FAT, INVERT SUGAR SYRUP DEXTROSE, MILK PRODUCTS (MILK SOLIDS & SWEETENED CONDENSED MILK), EDIBLE MAIZE STARCH, MALTODEXTRIN, FRUIT PRODUCTS (0.7%) (APPLE JUICE CONCENTRATE, BANANA POWDER & PLUM JUICE CONCENTRATE), IODISED SALT, EMULSIFIERS [322(i) & 471], RAISING AGENTS [503(ii)&500(ii)], NATURE IDENTICAL AND ARTIFICIAL (MIXED FRUIT, VANILLA & BUTTER) FLAVOURING SUBSTANCES, ACIDITY REGULATORS [330&331(iii)], GELLING AGENT (440) AND COLOUR (122). (Numbers in brackets as per International Numbering System) CONTAINS WHEAT, MILK AND SOYA. Marketed By: BRITANNIA INDUSTRIES LTD., 5/1 A HUNGERFORD STREET, KOLKATA-700017, WEST BENGAL (A WADIA Enterprise) For Mfg. unit address & Lic. No. read the last two characters of the &quot;Lot No.&quot; and see address panel below. 06-J. B. MANGHARAM FOODS PVT. LTD., GOLA KA MANDIR, PO. RESIDENCY, GWALIOR-474005, MADHYA PRADESH Lic. No. 10012026000247, 9F-BRITANNIA INDUSTRIES LTD., PLOT NO. B-28, FIVE STAR MIDC, RANJANGAON, TAL SHIRUR, DIST. PUNE-412220, MAHARASHTRA Lic. No. 10018022007587, 9L-ANNIA INDUSTRIES LTD A13, A14, A15, A16, SIPCOT INDUSTRIAL GROWTH CENTRE, GANGAIKONDAN, TIRUNELVELI-627352, TAMIL NADU Lic. No. 12422999001583 For feedback Contact: Executive, Consumer Care Cell, Ph: (Tell Free 1-800-42544",486,19,9.5,73,31.8,0,5,0,0,e,24,4 - Ultra processed food and drink products
8901491001786,Wafers Style Salt with Pepper,Lay's,Crisps,,539,33.3,14.8,53.2,1.3,0,6.5,1.7025,0.681,e,24,
8904004420111,Soya Sticks,Haldiram's,"Appetizers, Fried Soy Sticks, Fried snacks","Tapioca Starch, Refined Palmolein Oil, Soya Flour (9%), Split Pulse Urad (Urad Dal) Flour, Mixed Spices (Refined Sugar, Edible Common Salt, Maltodextrin, Black Salt, Red Chilli Powder, Dried Mango Powder, Onion Powder, Glucose Powder, Preservative (INS 262i), Coriander Powder, Cumin Powder, Fennel, Whey Powder, Ginger Powder, Garlic Powder, Clove Powder, Yeast Extract, Pipal, Black Pepper, Acidity Regulator (INS 296), Flavour Enhancer (INS 627, INS 631), Turmeric Powder, Anticaking Agent (INS 551), Bay Leaf, Acidity Regulator (INS 330), Colour (INS 160c), Nutmeg, Capsicum Powder, Cinnamon, Asafoetida), Hydrogenated Vegetable Oil (Vanaspati), Natural Flavouring Substance And Nature Identical Flavouring Substance",564,38.21,18.56,45,1.86,5.25,7.46,1.5725,0.629,e,21,4 - Ultra processed food and drink products
8901725013004,Marie light family pack,"ITC, Sunfeast",Biscuits,,452,13,6.3,75.8,22.2,0,8.9,0.772,0.3088,e,20,
8901393016680,Chupa chups bites,Chupa Chups,Candies,,366.5,2.5,2,81.2,55.3,0,2.7,0.5175,0.207,e,22,
7622202030819,Cranberry,Cadbury Bournville,"Dark chocolates, Chocolates with cranberry","Sugar, Cocoa Solids, Dried Sweetened Cranberries (11%*) (Cranberries, Sugar), Cocoa Butter, Almonds (5%*), Milk Solids, Emulsifiers (442, 476), Flavours (Natural and Nature Identical Flavouring Substances). Allergen Information: Contains Milk, Almond. May Contain Other Tree Nuts, Soy.",523.2,31.1,19.3,58.8,45.6,0,5.8,0.035,0.014,e,29,4 - Ultra processed food and drink products
8908005144076,Multigrain Energy Bar,Yoga Bar,"Energy bars, Protein bars","Nuts & Seeds 34% (Almonds. Sunflower, Sesame, pumpkin, Chia), Whole Grain Flakes 32% (Rolled Oats, Brown Rice, Saamai), Honey 22%, Dried Fruit (Dates & Cranberry) 9% Rice Crisps 2%, Prebiotic Fib (Acacia Gum). Cinnamon CONTAINS ADDED NATURAL FLAVOUR: Rosemary Extract",428.571429,18.857143,3.142857,57.142857,24.285714,9.142857,13.142857,0,0,not-applicable,0,4 - Ultra processed food and drink products
8901491001816,West indies hot n sweet chilli lays,Lay's,Crisps,"potato, edible vegetable oil (palmolein, sunflower oil), seasoning (sugar, iodized salt, black salt, onion powder, garlic powder, tomato powder, spices and condiments [coriander, cumin, black pepper, ginger, clove, nutmeg, red chilli, green cardamom, cinnamon, bay leaf, star anise, caraway, mace], dried mango powder, acidity regulator [INS 330], flavour enhancers [INS 627, INS 631], edible starch, tartaric acid, citric acid, malic acid, tomato paste powder, hydrolysed vegetable protein, yeast extract, colour [INS 160c], anti-caking agent [INS 551], natural flavouring substances, artificial flavouring substances [onion, garlic])",534,32,14.4,55.099998,6,0,6.4,0,0,unknown,0,4 - Ultra processed food and drink products
8901063001022,Britannia nutri choice,Britannia,Biscuits,"WHEAT FLOUR (ATTA) (45%), REFINED PALM OIL, SUGAR, CEREAL PRODUCTS (16%) [RAGI FLOUR, CORN FLAKES, ROLLED OATS, JOWAR FLOUR, RICE FLOUR & QUINOA FLOUR], WHEAT BRAN (6%), MILK PRODUCTS [SWEETENED CONDENSED PARTLY SKIMMED MILK & WHEY POWDER], RAISING AGENTS [500(ii) & 503(ii)], HONEY (0.6%), IODIZED SALT, EMULSIFIERS [322(i), 471 & 472e] AND NATURE-IDENTICAL & ARTIFICIAL (VANILLA) FLAVOURING SUBSTANCES. (Numbers in brackets as per International Numbering System) CONTAINS WHEAT, OATS, MILK AND SOY.",492,19.9,9.7,70.2,18.6,7.7,8.1,0.56,0.224,d,17,4 - Ultra processed food and drink products
0793591862453,Kerala Banana Chips,Byond Snack,Banana crisps,"Raw Banana (72%) Refined Vegetable Oil (Palmolein), lodised Salt, Anticaking agent (E551) and Antioxidant (E319). Contains permitted natural colors & added natural and natural identical flavoring substances. Allergen Declaration: May contain traces of Soy, Milk solids and Mustard. Pack filled with Nitrogen to keep the product fresh.",509.89,25.01,11.63,66.17,3.14,6.12,5.03,0.77535,0.31014,d,16,4 - Ultra processed food and drink products
8901063012660,Milk Bikis,Britannia,Biscuits,"WHEAT FLOUR (ATTA(63%), SUGAR, REFINED PALM OIL, MILK PRODUCTS (3.4%) (SWEETENED CONDENSED PARTLY SKIMMED MILK & MILK SOLIDS), INVERT SUGAR SYRUP, RAISING AGENTS (503 (ii & 500 (ii)), IODISED SALT, EMULSIFIERS (322 (i), 471 & 481 (i)), CALCIUM SALT, NATURE IDENTICAL & ARTIFICIAL (MILK FLAVOURING SUBSTANCES, VITAMINS AND POTASSIUM IODATE.",471,17.8,8.8,72,23.1,5.3,8.3,0.7175,0.287,e,19,4 - Ultra processed food and drink products
8904335602408,Coffe Rush 10g Protein Bar,Yoga Bar,"Bars, Protein bars","Date Paste (39%), Soy Crisps, Date Syrup, Dark Chocolate Paste (Sugar, Edible Vegetable Fat, Cocoa Solids, Soy Lecithin & Natural Flavours), Texturized Soy Protein Flakes, Almond (Butter, Dices), Cashew Paste, Milk Protein Concentrate, Peanut Protein, Skim Milk Powder, Peanut Butter, Coffee Powder (2%), Cocoa Powder, Cranberry, Whey Protein Concentrate, Oats Flour, Glycerine, Natural Flavours (Coffee, Rosemary Extract), Himalayan Pink Salt.",348,8.6,3.8,52,39.6,7.8,20,0.4,0.189,not-applicable,0,4 - Ultra processed food and drink products
8901725016562,Sunfeast 5-grain Digestive,"ITC, Sunfeast",Biscuits,"REFINED WHEAT FLOUR (MAIDA) (37.8%), REFINED PALM OIL, JOWAR FLOUR (13.87 %), SUGAR, WHEAT BRAN (5.88%), INVERT SYRUP, RAGI FLOUR (2.1%), LIQUID GLUCOSE, MILK SOLIDS, CORN FLAKES (0.97%), RAISING AGENTS (INS 503, INS 500(ii)), IODIZED SALT, ROLLED OATS (0.42%), EMULSIFIERS [LECITHIN (FROM SOYABEAN), MOND-AND DI-GLYCERIDES OF FATTY ACIDS (FROM PALM OIL), DIACETYLTARTARIC AND FATTY ACID ESTERS OF GLYCEROL (FROM REFINED SUNFLOWER AND PALM OIL)), NATURAL FLAVOURS AND NATURAL FLAVOURING SUBSTANCES, ARTIFICIAL FLAVOURING SUBSTANCES (MILK, MALT, VANILLA) AND NATURE IDENTICAL FLAVOURING SUBSTANCES",474,20.4,9.8,68.4,20.7,7.4,7.9,0.669,0.2676,e,19,4 - Ultra processed food and drink products
7622202290428,Dairy Milk Silk Roast Almond,Cadbary,"Milk chocolates, Chocolates with almonds, Roast almond chocolate","Sugar, Milk Solids (21%*), Almonds (16%*), Cocoa Butter, Cocoa Solids, Emulsifiers (442, 476), Flavours (Natural, Nature Identical and Artificial (Vanilla) Flavouring Substances). Allergen Information: Contains Milk and Almond. May Contain Wheat, Barley, Soy and Other Tree Nuts.",560,35.2,19.1,52.7,46.7,0,9.7,2.5,1,e,41,4 - Ultra processed food and drink products
8908010900216,PEANUT BUTTER,Pintola,"Confectioneries, Nut butters, Crunchy peanut butters","Peanuts (68%), Dark Chocolate (30%) {Sugar Cocoa Solids, Cocoa butter, Emulsifier (INS 322)}, Stabilizer (INS471)",580,40,11,36.4,19,5.2,18.6,0.0375,0.015,c,9,4 - Ultra processed food and drink products
8901725007447,Original Style Potato Chips,Bingo,"Flavoured potato crisps, Chips",,524,33.5,7.8,50.6,1.6,0,7.1,2.0875,0.835,e,23,
8908006989386,nutritius rajgira peanut chikki,nutritius,Peanut bars,,499,22,3,51,36,4,18,187.5,75,e,37,
8906152240115,Punch Farsan,Shree Mahalaxmi,Snacks,,567.6,39.8,0,42.2,0,0,10.15,0,0,unknown,0,
8904004402827,Panchratan mix,,"Nut-based snacks, Namkeen","Potato, Refined Palmolein Oil, Almond. Refined Sugar, Raisins (7%), Cashew Nuts (7%), Curry Leaves, Sesame Seed, Rock Salt, Red Chilli Powder, Poppy Seed, Acidity Regulator NS 330), Cumin Powder & Black Salt. ergen: Contains Cashews, Almonds & Sesame Seeds. May Contains Peanuts, Other Tree Nuts, Milk & Sulphite. 8904004 4028271 Please call consumer care executive no. +91-9209109999 For any questions, comments or complainis on quality +91-7507090300, write to us at the office address or ema a customercare@haldirams.com and for enquires re sales & marketing, please call at +91-703078166 fssai Manufactured By: c. No. 10012022000574 HALDIRAM FOODS INTERNATIONAL P Bhandara Road, Nagpur, M 20 Km Stone, Kh. No. CPCB Regn. No BO Office: Plot No. 14 An ISO 220 Road, Nagp W onal Information (approx. values ch-1.25 20 a te (g) Per 1009 526 52.61 gars la 10.3 iber (g) 4.6 32.13 teu Fat (g) 7.13 Fat (g) (mg) 480 (%) contribution on the basis JANTITY: CH NO.: AFG. DATE: BY: 10.00 all taxes 25 Per Serving % Contribution 526",526,32.13,7.13,52.61,10.3,4.6,6.61,1200,480,e,34,
8901063033689,Britaninia Treat Choco Creme Biscuits,Britaninia,Biscuit (cookie) snack w chocolate filling,"REFINED WHEAT FLOUR (MAIDA), SUGAR, REFINED PALM OIL, INTERESTERIFIED VEGETARITZAT, COCOA SOLIDS (3.8%), INVERT SUGAR SYRUP, MILK CHOCOLATE (2%) [EMULSIFIER 3220 EDIBLE MAIZE STARCH, RAISING AGENTS [500(ii) & 503(ii), IODIZED SALT, MILK SOLIDS, ARTIFICIAL VANILLA, CARAMEL & MILKY COCOA) & NATURE IDENTICAL FLAVOURING SUBSTANCES EMULSIFIER [322(1) AND COLOURS (150d, 124&133) Numbers to brackets as per International Numbering System) CONTAINS WHEAT, MILK & SOY WORE IN A COOL, HYGIENIC ANU DIT ACLEAN AIRTIGHT CONTAINER ONCE OPENED. GEANCEER CONTENTS TO Marketed By: BRITANIA INDUSTRIES LTD., S/TAHUNGE STREET, KOLKATA-700017, WEST BENGAL (A WADIA Enterprise) We For Min unit address & Lic. No read the last two characters of the IOT and can anel SL-06",498,21.2,10.3,71.5,37.2,0,5.3,1.005,0.402,e,32,4 - Ultra processed food and drink products
8906188960032,unibic fruit and nut cookies,unibic,Biscuits,,448.6,19,0,63,0,0,6.4,0.5225,0.209,unknown,0,
8901491002905,Kurkure,,"Appetizers, Spiced-crunchy-puffcorn",,557,33.7,15.2,57.8,4.1,0,5.5,0,0,unknown,0,
8901491002912,"20 RICE, CORN & DAL WITH Kurkure Schezwan Ching's",PepsiCo,Crisps,"Cereal Products (67%) (Rice meal (44%), Corn Meal (23%)), Edible vegetable oil (Rice Bran Oil), *Seasoning (Sugar, Spices and Condiments, lodised Salt, Edible Vegetable Oil (Canola, Palm and Sunflower), Acidity Regulators (296, 330), Edible Starch, Salt Substitute (Potassium Chloride), Maltodextrin, Natural and Nature Identical Flavouring Substances, Flavour Enhancers (627, 631), Colour (150d)), Gram Meal (0.5%). As Flavouring Agent. &quot;Contains Onion and Garlic Allergen Advice: May Contain Peanut",557,33.7,15.2,57.8,4.1,0,5.5,1.71,0.684,e,25,4 - Ultra processed food and drink products
9556023331597,Super ring,Cheese flavor,"Fats, Puffed salty snacks","Maïs, Couleur Naturelle Fromage en poudre, Huile Végétale, Sucre, Sel et Glutamate Acide de Sodium.",570,39.333333,20,45,10,6.666667,6,1.583333,0.633333,d,18,2 - Processed culinary ingredients
8904063240217,Haldiram's,Haldiram's,"Plant-based foods, Salty snacks","Split Green Gram (74%), Edible Vegetable Oil (Cotton Seed, Corn, Ground Nut and Rice Bran) and lodised Salt. Allergen Information: Contains Peanut. STORE IN A COOL & DRY PLACE, ONCE OPENED KEEP THE MATERIAL IN AIR TIGHT CONTAINER. Haldiram's Trade Mak/Copyright Haldia India (Pvt) Lad Momber St Gur (Haryana), INDIA PRODUCT OF INDIA Lic. No. For Feedback or Queries, Whit No. and Manufacturing Datel t THE CONSUMER SERVIC HALDIRAM SNACKS C-31, SECTOR-62, NOID GAUTAM BUDH NAGAR OR CALL US AT: 0120-2 US AT: CUSTOMERCARE VISIT US AT: WWW.I READY-TO-EAT SAVOURIES MRP. 5.00 (INCL. OF ALL SERVINGS PER PACK: NET QUANTITY: MFG. DATE : USE BY BATCH NO. : USP KEEP YOUR CITY CLEAN OTHER PACKAGED IN A PROTECTIVE ATMOSPHERE 8 904063 2 Pkg: Mtri. Mfd. By: GLS Films",475.7,0,6.1,53.3,0,0,22.2,1.42825,0.5713,unknown,0,
8901972058612,Waffy Chocolate,Dukes,Chocolate biscuits,"REFINED WHEAT FLOUR (MAIDA), SUGAR, REFINED PALM OIL, HYDROGENATED OILS, MALTODEXTRIN, COCOA SOLIDS (1.5 %), EMULSIFIER [INS 322(1)], ARTIFICIAL FLAVOURING SUBSTANCES (CHOCOLATE, VANILLA), IODIZED SALT, RAISING AGENT [INS 500 (ii)], COLOUR (INS 150d), FLOUR TREATMENT AGENTS (INS 223, INS 1100, INS 1101).",500,23.33,10,70,46.67,0,3.33,0.2075,0.083,e,29,4 - Ultra processed food and drink products
8906005500083,Bikaneri Bhujia,,Snacks,). المكونات دقیق فول (دقیق) موث) (٤٧.٥%) ، د حمص ،(%) ، زيت طعام ،نباتي ملح طعام، فلفل، زنجبيل، فلفل أسود ،هيل قرنفل، جوزة الطيب.,610,45,15,37.5,0,7.5,15,1.99375,0.7975,e,21,
3564706633872,Torti surimi,Menu Fraîcheur,"Appetizers, Pasta salads","Pates alimentares cuites 3% semoule de blé dur, sell: eau; surimi 15% (eal, chair de poisson, amidon dont ble amidon modifie huile de soja sucre, set colorant: extrait de paprika, stabilisants: E450, E451); huile de colza; poivron rouge; vinagre d'alcool; jus de cron à base concentré; amidon modifié de pomme de teme; whisky; vinaigre de xeres; moutarde aan de moula d'alcool, se); sel; sucre ; jaune d'oeuf en poudre; congervateur: E202; ciboulette des ha épaississant: gomme xanthane; poivre; échalote déshydratée; poudre de betterave; artimes caramel ordinaire. Traces de: céleri, autres céréales contenant du gluten, crustacés graines de sésame et soja.",207,14,1.1,16,1.3,1.8,3.3,0.78,0.312,c,5,4 - Ultra processed food and drink products
8908005144366,Breakfast Protein Bar Apricot Fig,Yoga Bar,"Cereal bars, Protein Energy Bars","Millets, Samai Flakes, Jowar Flakes, Rolled Oats, Rice Flakes, Quinoa Flakes, Oats Flour, Fructo-oligosaccharide, Nuts & Seeds 15.5% (Flax, Sesame, Sunflower 3%, Chia, Almond 2%, Pumpkin), Raisins 9.8%, Honey, Rice Crispy, Glycerine, Natural Flavors (Apricot, Fig, Rosemary Extract), Gum Acacia, Apple Fibre, Himalayan Pink Salt.",400,12,3.111111,65.111111,27.333333,9.111111,12.444444,0.666667,0.280444,not-applicable,0,4 - Ultra processed food and drink products
8901063093409,good day cashew cookies,Britannia,Biscuits,"REFINED WHEAT FLOUR (MAIDA), EDIBLE VEGETABLE OIL (PALM). SUGAR, CASHEW NUTS (4.5%), INVERT SYRUP, MİLK SOLIDS, BUTTER (0.6%), RAISING AGENTS [503(ii) & 500(ii)], IODISED SALT AND EMULSIFIERS (322, 471, 472e). CONTAINS ADDED FLAVOURS INATURE IDENTICAL AND ARTIFICIAL (MILK AND VANILLA) FLAVOURING SUBSTANCES)",0,24,0,67,22,0,0,0,0,unknown,0,4 - Ultra processed food and drink products
8908003115818,Osmania biscuits,Karachi Bakery,Biscuits,,472.727273,21.818182,10.909091,65.454545,9.090909,3.636364,5.454545,1,0.4,e,22,
8901972006040,Nice Sugar sprinkled coconut biscuits,Dukes,Biscuits,"REFINED WHEAT FLOUR (MAIDA), SUGAR, REFINED PALM OIL, SPRINKLED SUGAR (4.7 %), DESICCATED COCONUT (3.8 %), INVERT SYRUP, MILK SOLIDS, RAISING AGENTS [INS 503 (ii), INS 500 (ii)], IODIZED SALT, EMULSIFIERS [INS 471, INS 322(i)] AND ARTIFICIAL FLAVOURING SUBSTANCES (COCONUT, MILK).",454,14.5,7.5,74,28.2,0,7.4,0.625,0.25,e,23,4 - Ultra processed food and drink products
8901063017634,Britannia 5050,,"Fats, Salt and malt vinegar crisps","REFINED WHEAT FLOUR (MAIDA), REFINED PALM & PALMOLEIN OIL, SUGAR, LIQUID GLUCOSE, RAISING AGENTS [503(ii), 341(ii), 500(ii) & 450(i)], BUTTER (1.2%), BLACK SALT, MILK SOLIDS, DEHYDRATED VEGETABLE (CHIVES) (1%), IODISED SALT, NATURE IDENTICAL FLAVOURING SUBSTANCE, DOUGH CONDITIONER (223) AND IMPROVERS [1101(i) & XYLANASE].",502,26,13,60,10,0,7,2.705,1.082,e,26,4 - Ultra processed food and drink products
8901014000166,Geki - Hot & Spicy,Nissin,"Appetizers, Instant noodles","NOODLES (80.00%) Refined Wheat Flour (Maida), Edible Vegetable Oil (Palm Oil), Tapioca Starch, lodised Salt, Acidity Regulators [INS 45100 & INS 500(i)], Turmeric Powder, Thickener (INS 412) & Antioxidant (INS 319). SEASONING MIX (12.50%): Sugar, Hydrolysed Vegetable Protein Powder (Soya), Dehydrated Chicken Powder, Dehydrated Chicken Blits. Flavours (Natural & Nature Identical), Garlic Powder, lodised Salt, Onion Powder Yeast Extract Powder, Mixed Spices 2.25% (Nutmed Cumin, Ginger, Black Pepper, Coriander Turmeric), Flavour Enhancers (INS 631 & 627), Roasted Sesame Seeds, Acidity Regu or (INS 330), Oleoresin Capsicum & Anticaning Agent (INS 551). SEASONING OIL (7.50%); Edible Vegetable Oil (Palmolein, Soya Bean Oil & Chilli Seed Oil). Colour [INS 160c(0)] & Oleoresin Rosemary S ALLERGEN INFORMATION: CONTAINS WHEAT & SOY MAY CONTAIN MILK.",476.96,19.04,8.19,67.96,4.54,0,6.78,4.690775,1.87631,unknown,0,4 - Ultra processed food and drink products
8906005610942,Fruit Cake,Winkies,Fruit cakes,"REFINED WHEAT FLOUR (MAIDA), SUGAR, WATER, PALMOLEIN OIL, VANILLA CONCENTRATE (MILK SOLIDS (33%), LEAVENING AGENTS [INS 500), INS 341, DEXTROSE, REFINED WHEAT FLOUR (MAIDA), STARCH, MODIFIED STARCH (INS 1412, INS 1440, INS 1442), ACIDITY REGULATOR (INS 330), IMPROVER (INS 170), EMULSIFIER (INS 433, INS 471, INS 4726, INS 477), STABILIZER (INS 415, INS 412, INS 450), GLAZED FRUITS (5%) (PAPAYA, SUGAR, ACIDITY REGULATOR (INS 330), SYNTHETIC FOOD COLOUR (INS 110,INS 102, INS 143, INS 124)), RAISIN (3%), HUMECTANTS (INS 422, INS 420), CAKE GEL (INS 471, INS 477, INS 1520, INS 420, INS 412, INS 202), PRESERVATIVE (INS 200, INS 282, IMS 211), ACIDITY REGULATOR(INS 260),EDIBLE COMMON SALT, STABILIZER (INS 412,INS 415)",421.9,21,9.6,54.5,24.1,0,3.5,0,0,e,21,4 - Ultra processed food and drink products
7622201712617,Chocobakes choco chip,Cadbury,Biscuits,"REFINED WHEAT FLOUR (MAIDA), MILK CHOCOLATE CHIPS (23%)-[SUGAR, COCOA BUTTER, MILK SOLIDS (4%), COCOA SOLIDS, DEXTROSE, EMULSIFIERS (442), FLAVOURS (NATURAL, NATURE IDENTICAL AND ARTIFICIAL (VANILLA & CARAMEL) FLAVOURING SUBSTANCES)] SUGAR, PALMOLEIN, COCOA SOLIDS INVERT SUGAR, RAISING AGENTS (503(ii), 500(ii), 450(i)), IODISED SALT, EMULSIFIER (322), FLAVOURS (NATURAL & ARTIFICIAL (VANILLA) FLAVOURING SUBSTANCES). ALLERGEN INFORMATION: CONTAINS MILK, WHEAT, SOY NAY CONTAIN TREENUTS, BARLEY. ING DER PACKAGE: 10°",466,18.9,8.9,69.3,31.29,0,0,762.5,305,e,42,4 - Ultra processed food and drink products
8886467122866,pringles,Pringles,Stacked extruded potato crisps,,523,27.9,14,62.8,0.4,0,5,1.1725,0.469,e,21,
8906078720890,Masala Ponga,Gopal Namkeen,Snacks,,495.1,24.3,11.5,60.1,0,0,8.1,2.906,1.1624,unknown,0,
8906090572118,Karare,Too Yumm,Crisps,,489,21,9.4,69,6.9,4.1,5.6,2.225,0.89,e,27,
8901725118914,Tedhe Medhe,Bingo,Corn chips,"RICE GRITS, REFINED PALMOLEIN, SEASONING REFINED PALMOLEIN, SPICES AND CONDIMENTS, ONION POWDER, 1ODIZED SALT MALTODEXTRIN, BLACK SALT, FLAVOUR ENHANCER (INS 508), NATURE IDENTICAL FLAVOURING SUBSTANCES, TOMATO POWDER, SUGAR, HYDROLYZED VEGETABLE PROTEIN, NATURAL FLAVOURS AND NATURAL FLAVOURING SUBSTANCES AND GARLIC POWDER (0.1%)), DEGERMED CORN GRITS AND BENGAL GRAM GRITS (3.1%).",546,32.8,15.5,57.3,1.7,0,5.5,1.846,0.7384,e,25,4 - Ultra processed food and drink products
8906032019664,Aarogya Multigrain Biscuits,Patanjali,"Biscuits, Vegetarian meals","Wheat flour (Atta 53.8%), Refined Palm oil, Sugar, Invert syrup, Multi grain flour mix 2.8% {Jowar, Water caltrope, Amaranth, Maize, Black Gram}, Dextrose, man Wheat bran, Milk solids, lodized Salt, Honey, Raising Agents [INS 500(ii), INS 503(ii)], Emulsifier [INS-322(i), INS 472) Vegetable Extracts {Carrot & Tomato }, Butter, Dough PO. Conditioner (INS 223), Nature Identical (Butter, Honey) & Artificial Flavouring Substances (Milk & Vanilla). 287 84105 0938 Soya 452 CONTAINS ALLERGEN: WHEAT, MILK, SOY, SULPHITE NET QUANTIT",495,19,9.3,71,24.7,7,7,0.6,0.24,e,20,4 - Ultra processed food and drink products
8901719117206,Hide & Seek Caffé Mocha,Parle,"Biscuits, Cookies with Chocolate Chips and Coffee","Refined Wheat Flour, Chocolate 21% (Sugar, Cocoa Solids, Cocoa Butter, Dexstrose, Soy Lecithin, Vanilla), Sugar, Refined Palm Oil, Inverter Sugar Syrup, Instant Coffee Chicory Mixture 1%, Raising Agents (503 ii, 500 ii), Iodized Salt, Emulsifier of Vegetable Origin (472e)",478,17.8,9.2,73.6,32,0,5.8,0.355,0.142,e,19,4 - Ultra processed food and drink products
8904004401011,Haldiram's Mixture,Haldiram's,Snacks variety packs,"Split Pulse Bengal Gram (Chana Dal), Refined Palmolein Oil, Bengal Gram Flour (Besan) (10%), Red Lentils (Masur Whole) (8%), Groundnut (Peanuts) (7%), Potato, Rice Flakes, Spinach, Edible Common Salt, Red Chilli Powder, Acidity Regulator INS 330), Black Salt, Black Pepper, Pipal, Coriander Powder, Dried Ginger Powder, Clove Powder, Cumin Powder, Nutmeg, Bay Leaf, Turmeric Powder, Dried Mango Powder, Fennel Seed, Cinnamon, Garlic Powder, Hydrolysed Vegetable Protein (Soya), Colour (INS 141) & Asafoetida. Allergen: Contains Peanuts & Soy Contains Wheat, Almond, Cashew, Milk, Sesame Seeds & Mustard Seed",267,15.12,5.47,22.29,0.01,5.68,7.69,0.4,0.16,b,2,4 - Ultra processed food and drink products
8901725004668,Oats & Almonds Cookies,Sunfeast,Biscuits,"TRANS FAT FREE Wheat flour (Atta) (35.3%), Oat flakes (21.2%), Refined palm oil, Sugar, Liquid glucose, Almonds (3.2%), Raising agents [INS 503 (ii), INS 500(ii), INS 450(i)], Maltodextrin, Invert syrup, Milk solids, lodized salt, Artificial flavouring substances (Milk, Vanilla), Emulsifier [Lecithin (from Soyabean)] and Nature identical flavouring substances CONTAINS WHEAT, OATS, MILK, SOY, NUT. MAY CONTAIN SULPHITE THE ME RESS",483,21.8,9.6,67.1,22.6,6.8,7.9,0.87975,0.3519,e,21,4 - Ultra processed food and drink products
8901393016635,Sour belt,Chupa chups,Candies,,36.5,2.3,0,8.13,0,0,0.25,0,0,unknown,0,
8906009533148,Max Protein GrainBreakfast Cookie,RiteBite,Chocolate chip cookies,,478.181818,24.909091,14.727273,45.090909,18.181818,7.272727,18.181818,0.55,0.22,d,18,
8901063035027,Milk Bikis,,Biscuits,,498,22,13,68,31.5,0,7,0,0,e,25,
7622202218620,CHOC- LAYERED CAKES,Cadbury CHOCOBAKES,"Cakes, Candies","Cake (45%) - Refined Wheat Flour (Maida), Sugar, Humectants (420), 422, 1520), Palm Olein, Liquid Glucose, Milk Solids, Cocoa Solids, Starch, Emulsifiers (322, 475,471,491), Raising Agent (5000),4500), 341 (0), lodised Salt, Flavours (Natural Flavour, Nature Identical Flavouring Substances), Preservative (202),Stabilizer (415)); Chocolayer (29%)-Sugar, Hydrogenated Vegetable Oils, Milk Solids, Cocoa Solids, Emulsifiers (442,476)), Flavours (Nature Identical, Artificial (Vanilla and Caramel) Flavouring Energy Substances); Filling (26%) - (Sugar, Fractionated Fat, Liquid Glucose, Humectant (422, 1520), Water, Emulsifiers (322, 475, 471, 491), Cocoa Solids, Flavours (Natural flavour, Nature Identical Flavouring Substances), lodised Salt, Preservative (202)). Allergen Information: Contains Milk, Wheat, Sulphites and Soy.",466,0.1,14.1,64.2,40.3,0,4,0.5075,0.203,e,26,4 - Ultra processed food and drink products
